,DateTime,Junction,Vehicles,Year,Month,Day,Hour,WeekDay
96,2015-11-05 00:00:00,1,19,2015,11,5,0,3
97,2015-11-05 01:00:00,1,20,2015,11,5,1,3
98,2015-11-05 02:00:00,1,18,2015,11,5,2,3
99,2015-11-05 03:00:00,1,13,2015,11,5,3,3
100,2015-11-05 04:00:00,1,13,2015,11,5,4,3
101,2015-11-05 05:00:00,1,9,2015,11,5,5,3
102,2015-11-05 06:00:00,1,12,2015,11,5,6,3
103,2015-11-05 07:00:00,1,12,2015,11,5,7,3
104,2015-11-05 08:00:00,1,15,2015,11,5,8,3
105,2015-11-05 09:00:00,1,16,2015,11,5,9,3
106,2015-11-05 10:00:00,1,23,2015,11,5,10,3
107,2015-11-05 11:00:00,1,24,2015,11,5,11,3
108,2015-11-05 12:00:00,1,25,2015,11,5,12,3
109,2015-11-05 13:00:00,1,24,2015,11,5,13,3
110,2015-11-05 14:00:00,1,26,2015,11,5,14,3
111,2015-11-05 15:00:00,1,22,2015,11,5,15,3
112,2015-11-05 16:00:00,1,20,2015,11,5,16,3
113,2015-11-05 17:00:00,1,20,2015,11,5,17,3
114,2015-11-05 18:00:00,1,22,2015,11,5,18,3
115,2015-11-05 19:00:00,1,26,2015,11,5,19,3
116,2015-11-05 20:00:00,1,22,2015,11,5,20,3
117,2015-11-05 21:00:00,1,21,2015,11,5,21,3
118,2015-11-05 22:00:00,1,21,2015,11,5,22,3
119,2015-11-05 23:00:00,1,21,2015,11,5,23,3
120,2015-11-06 00:00:00,1,16,2015,11,6,0,4
121,2015-11-06 01:00:00,1,18,2015,11,6,1,4
122,2015-11-06 02:00:00,1,19,2015,11,6,2,4
123,2015-11-06 03:00:00,1,14,2015,11,6,3,4
124,2015-11-06 04:00:00,1,12,2015,11,6,4,4
125,2015-11-06 05:00:00,1,13,2015,11,6,5,4
126,2015-11-06 06:00:00,1,14,2015,11,6,6,4
127,2015-11-06 07:00:00,1,14,2015,11,6,7,4
128,2015-11-06 08:00:00,1,13,2015,11,6,8,4
129,2015-11-06 09:00:00,1,20,2015,11,6,9,4
130,2015-11-06 10:00:00,1,22,2015,11,6,10,4
131,2015-11-06 11:00:00,1,26,2015,11,6,11,4
132,2015-11-06 12:00:00,1,26,2015,11,6,12,4
133,2015-11-06 13:00:00,1,21,2015,11,6,13,4
134,2015-11-06 14:00:00,1,23,2015,11,6,14,4
135,2015-11-06 15:00:00,1,23,2015,11,6,15,4
136,2015-11-06 16:00:00,1,19,2015,11,6,16,4
137,2015-11-06 17:00:00,1,19,2015,11,6,17,4
138,2015-11-06 18:00:00,1,20,2015,11,6,18,4
139,2015-11-06 19:00:00,1,24,2015,11,6,19,4
140,2015-11-06 20:00:00,1,18,2015,11,6,20,4
141,2015-11-06 21:00:00,1,19,2015,11,6,21,4
142,2015-11-06 22:00:00,1,16,2015,11,6,22,4
143,2015-11-06 23:00:00,1,17,2015,11,6,23,4
144,2015-11-07 00:00:00,1,16,2015,11,7,0,5
145,2015-11-07 01:00:00,1,16,2015,11,7,1,5
146,2015-11-07 02:00:00,1,10,2015,11,7,2,5
147,2015-11-07 03:00:00,1,9,2015,11,7,3,5
148,2015-11-07 04:00:00,1,8,2015,11,7,4,5
149,2015-11-07 05:00:00,1,7,2015,11,7,5,5
150,2015-11-07 06:00:00,1,9,2015,11,7,6,5
151,2015-11-07 07:00:00,1,8,2015,11,7,7,5
152,2015-11-07 08:00:00,1,12,2015,11,7,8,5
153,2015-11-07 09:00:00,1,13,2015,11,7,9,5
154,2015-11-07 10:00:00,1,17,2015,11,7,10,5
155,2015-11-07 11:00:00,1,14,2015,11,7,11,5
156,2015-11-07 12:00:00,1,14,2015,11,7,12,5
157,2015-11-07 13:00:00,1,14,2015,11,7,13,5
158,2015-11-07 14:00:00,1,14,2015,11,7,14,5
159,2015-11-07 15:00:00,1,11,2015,11,7,15,5
160,2015-11-07 16:00:00,1,15,2015,11,7,16,5
161,2015-11-07 17:00:00,1,13,2015,11,7,17,5
162,2015-11-07 18:00:00,1,12,2015,11,7,18,5
163,2015-11-07 19:00:00,1,17,2015,11,7,19,5
164,2015-11-07 20:00:00,1,18,2015,11,7,20,5
165,2015-11-07 21:00:00,1,17,2015,11,7,21,5
166,2015-11-07 22:00:00,1,16,2015,11,7,22,5
167,2015-11-07 23:00:00,1,15,2015,11,7,23,5
168,2015-11-08 00:00:00,1,13,2015,11,8,0,6
169,2015-11-08 01:00:00,1,16,2015,11,8,1,6
170,2015-11-08 02:00:00,1,11,2015,11,8,2,6
171,2015-11-08 03:00:00,1,8,2015,11,8,3,6
172,2015-11-08 04:00:00,1,10,2015,11,8,4,6
173,2015-11-08 05:00:00,1,10,2015,11,8,5,6
174,2015-11-08 06:00:00,1,10,2015,11,8,6,6
175,2015-11-08 07:00:00,1,9,2015,11,8,7,6
176,2015-11-08 08:00:00,1,11,2015,11,8,8,6
177,2015-11-08 09:00:00,1,12,2015,11,8,9,6
178,2015-11-08 10:00:00,1,18,2015,11,8,10,6
179,2015-11-08 11:00:00,1,14,2015,11,8,11,6
180,2015-11-08 12:00:00,1,17,2015,11,8,12,6
181,2015-11-08 13:00:00,1,14,2015,11,8,13,6
182,2015-11-08 14:00:00,1,14,2015,11,8,14,6
183,2015-11-08 15:00:00,1,14,2015,11,8,15,6
184,2015-11-08 16:00:00,1,12,2015,11,8,16,6
185,2015-11-08 17:00:00,1,14,2015,11,8,17,6
186,2015-11-08 18:00:00,1,18,2015,11,8,18,6
187,2015-11-08 19:00:00,1,13,2015,11,8,19,6
188,2015-11-08 20:00:00,1,16,2015,11,8,20,6
189,2015-11-08 21:00:00,1,18,2015,11,8,21,6
190,2015-11-08 22:00:00,1,14,2015,11,8,22,6
191,2015-11-08 23:00:00,1,14,2015,11,8,23,6
192,2015-11-09 00:00:00,1,13,2015,11,9,0,0
193,2015-11-09 01:00:00,1,15,2015,11,9,1,0
194,2015-11-09 02:00:00,1,11,2015,11,9,2,0
195,2015-11-09 03:00:00,1,10,2015,11,9,3,0
196,2015-11-09 04:00:00,1,9,2015,11,9,4,0
197,2015-11-09 05:00:00,1,8,2015,11,9,5,0
198,2015-11-09 06:00:00,1,8,2015,11,9,6,0
199,2015-11-09 07:00:00,1,10,2015,11,9,7,0
200,2015-11-09 08:00:00,1,11,2015,11,9,8,0
201,2015-11-09 09:00:00,1,17,2015,11,9,9,0
202,2015-11-09 10:00:00,1,19,2015,11,9,10,0
203,2015-11-09 11:00:00,1,22,2015,11,9,11,0
204,2015-11-09 12:00:00,1,23,2015,11,9,12,0
205,2015-11-09 13:00:00,1,23,2015,11,9,13,0
206,2015-11-09 14:00:00,1,24,2015,11,9,14,0
207,2015-11-09 15:00:00,1,24,2015,11,9,15,0
208,2015-11-09 16:00:00,1,19,2015,11,9,16,0
209,2015-11-09 17:00:00,1,19,2015,11,9,17,0
210,2015-11-09 18:00:00,1,20,2015,11,9,18,0
211,2015-11-09 19:00:00,1,31,2015,11,9,19,0
212,2015-11-09 20:00:00,1,25,2015,11,9,20,0
213,2015-11-09 21:00:00,1,35,2015,11,9,21,0
214,2015-11-09 22:00:00,1,21,2015,11,9,22,0
215,2015-11-09 23:00:00,1,24,2015,11,9,23,0
216,2015-11-10 00:00:00,1,19,2015,11,10,0,1
217,2015-11-10 01:00:00,1,19,2015,11,10,1,1
218,2015-11-10 02:00:00,1,18,2015,11,10,2,1
219,2015-11-10 03:00:00,1,17,2015,11,10,3,1
220,2015-11-10 04:00:00,1,12,2015,11,10,4,1
221,2015-11-10 05:00:00,1,10,2015,11,10,5,1
222,2015-11-10 06:00:00,1,14,2015,11,10,6,1
223,2015-11-10 07:00:00,1,15,2015,11,10,7,1
224,2015-11-10 08:00:00,1,14,2015,11,10,8,1
225,2015-11-10 09:00:00,1,34,2015,11,10,9,1
226,2015-11-10 10:00:00,1,40,2015,11,10,10,1
227,2015-11-10 11:00:00,1,38,2015,11,10,11,1
228,2015-11-10 12:00:00,1,36,2015,11,10,12,1
229,2015-11-10 13:00:00,1,27,2015,11,10,13,1
230,2015-11-10 14:00:00,1,48,2015,11,10,14,1
231,2015-11-10 15:00:00,1,43,2015,11,10,15,1
232,2015-11-10 16:00:00,1,41,2015,11,10,16,1
233,2015-11-10 17:00:00,1,35,2015,11,10,17,1
234,2015-11-10 18:00:00,1,40,2015,11,10,18,1
235,2015-11-10 19:00:00,1,40,2015,11,10,19,1
236,2015-11-10 20:00:00,1,40,2015,11,10,20,1
237,2015-11-10 21:00:00,1,36,2015,11,10,21,1
238,2015-11-10 22:00:00,1,37,2015,11,10,22,1
239,2015-11-10 23:00:00,1,35,2015,11,10,23,1
240,2015-11-11 00:00:00,1,28,2015,11,11,0,2
241,2015-11-11 01:00:00,1,25,2015,11,11,1,2
242,2015-11-11 02:00:00,1,19,2015,11,11,2,2
243,2015-11-11 03:00:00,1,21,2015,11,11,3,2
244,2015-11-11 04:00:00,1,20,2015,11,11,4,2
245,2015-11-11 05:00:00,1,15,2015,11,11,5,2
246,2015-11-11 06:00:00,1,17,2015,11,11,6,2
247,2015-11-11 07:00:00,1,14,2015,11,11,7,2
248,2015-11-11 08:00:00,1,19,2015,11,11,8,2
249,2015-11-11 09:00:00,1,22,2015,11,11,9,2
250,2015-11-11 10:00:00,1,30,2015,11,11,10,2
251,2015-11-11 11:00:00,1,26,2015,11,11,11,2
252,2015-11-11 12:00:00,1,26,2015,11,11,12,2
253,2015-11-11 13:00:00,1,23,2015,11,11,13,2
254,2015-11-11 14:00:00,1,23,2015,11,11,14,2
255,2015-11-11 15:00:00,1,24,2015,11,11,15,2
256,2015-11-11 16:00:00,1,22,2015,11,11,16,2
257,2015-11-11 17:00:00,1,24,2015,11,11,17,2
258,2015-11-11 18:00:00,1,26,2015,11,11,18,2
259,2015-11-11 19:00:00,1,27,2015,11,11,19,2
260,2015-11-11 20:00:00,1,22,2015,11,11,20,2
261,2015-11-11 21:00:00,1,23,2015,11,11,21,2
262,2015-11-11 22:00:00,1,22,2015,11,11,22,2
263,2015-11-11 23:00:00,1,22,2015,11,11,23,2
264,2015-11-12 00:00:00,1,22,2015,11,12,0,3
265,2015-11-12 01:00:00,1,17,2015,11,12,1,3
266,2015-11-12 02:00:00,1,15,2015,11,12,2,3
267,2015-11-12 03:00:00,1,12,2015,11,12,3,3
268,2015-11-12 04:00:00,1,13,2015,11,12,4,3
269,2015-11-12 05:00:00,1,9,2015,11,12,5,3
270,2015-11-12 06:00:00,1,14,2015,11,12,6,3
271,2015-11-12 07:00:00,1,13,2015,11,12,7,3
272,2015-11-12 08:00:00,1,15,2015,11,12,8,3
273,2015-11-12 09:00:00,1,27,2015,11,12,9,3
274,2015-11-12 10:00:00,1,39,2015,11,12,10,3
275,2015-11-12 11:00:00,1,40,2015,11,12,11,3
276,2015-11-12 12:00:00,1,36,2015,11,12,12,3
277,2015-11-12 13:00:00,1,34,2015,11,12,13,3
278,2015-11-12 14:00:00,1,33,2015,11,12,14,3
279,2015-11-12 15:00:00,1,28,2015,11,12,15,3
280,2015-11-12 16:00:00,1,30,2015,11,12,16,3
281,2015-11-12 17:00:00,1,26,2015,11,12,17,3
282,2015-11-12 18:00:00,1,30,2015,11,12,18,3
283,2015-11-12 19:00:00,1,35,2015,11,12,19,3
284,2015-11-12 20:00:00,1,38,2015,11,12,20,3
285,2015-11-12 21:00:00,1,34,2015,11,12,21,3
286,2015-11-12 22:00:00,1,30,2015,11,12,22,3
287,2015-11-12 23:00:00,1,27,2015,11,12,23,3
288,2015-11-13 00:00:00,1,24,2015,11,13,0,4
289,2015-11-13 01:00:00,1,21,2015,11,13,1,4
290,2015-11-13 02:00:00,1,16,2015,11,13,2,4
291,2015-11-13 03:00:00,1,16,2015,11,13,3,4
292,2015-11-13 04:00:00,1,13,2015,11,13,4,4
293,2015-11-13 05:00:00,1,11,2015,11,13,5,4
294,2015-11-13 06:00:00,1,13,2015,11,13,6,4
295,2015-11-13 07:00:00,1,15,2015,11,13,7,4
296,2015-11-13 08:00:00,1,17,2015,11,13,8,4
297,2015-11-13 09:00:00,1,18,2015,11,13,9,4
298,2015-11-13 10:00:00,1,24,2015,11,13,10,4
299,2015-11-13 11:00:00,1,41,2015,11,13,11,4
300,2015-11-13 12:00:00,1,29,2015,11,13,12,4
301,2015-11-13 13:00:00,1,25,2015,11,13,13,4
302,2015-11-13 14:00:00,1,25,2015,11,13,14,4
303,2015-11-13 15:00:00,1,26,2015,11,13,15,4
304,2015-11-13 16:00:00,1,25,2015,11,13,16,4
305,2015-11-13 17:00:00,1,24,2015,11,13,17,4
306,2015-11-13 18:00:00,1,26,2015,11,13,18,4
307,2015-11-13 19:00:00,1,24,2015,11,13,19,4
308,2015-11-13 20:00:00,1,28,2015,11,13,20,4
309,2015-11-13 21:00:00,1,22,2015,11,13,21,4
310,2015-11-13 22:00:00,1,23,2015,11,13,22,4
311,2015-11-13 23:00:00,1,18,2015,11,13,23,4
312,2015-11-14 00:00:00,1,21,2015,11,14,0,5
313,2015-11-14 01:00:00,1,20,2015,11,14,1,5
314,2015-11-14 02:00:00,1,15,2015,11,14,2,5
315,2015-11-14 03:00:00,1,13,2015,11,14,3,5
316,2015-11-14 04:00:00,1,10,2015,11,14,4,5
317,2015-11-14 05:00:00,1,10,2015,11,14,5,5
318,2015-11-14 06:00:00,1,12,2015,11,14,6,5
319,2015-11-14 07:00:00,1,9,2015,11,14,7,5
320,2015-11-14 08:00:00,1,11,2015,11,14,8,5
321,2015-11-14 09:00:00,1,15,2015,11,14,9,5
322,2015-11-14 10:00:00,1,16,2015,11,14,10,5
323,2015-11-14 11:00:00,1,16,2015,11,14,11,5
324,2015-11-14 12:00:00,1,12,2015,11,14,12,5
325,2015-11-14 13:00:00,1,11,2015,11,14,13,5
326,2015-11-14 14:00:00,1,14,2015,11,14,14,5
327,2015-11-14 15:00:00,1,16,2015,11,14,15,5
328,2015-11-14 16:00:00,1,18,2015,11,14,16,5
329,2015-11-14 17:00:00,1,13,2015,11,14,17,5
330,2015-11-14 18:00:00,1,17,2015,11,14,18,5
331,2015-11-14 19:00:00,1,15,2015,11,14,19,5
332,2015-11-14 20:00:00,1,19,2015,11,14,20,5
333,2015-11-14 21:00:00,1,15,2015,11,14,21,5
334,2015-11-14 22:00:00,1,19,2015,11,14,22,5
335,2015-11-14 23:00:00,1,15,2015,11,14,23,5
336,2015-11-15 00:00:00,1,15,2015,11,15,0,6
337,2015-11-15 01:00:00,1,13,2015,11,15,1,6
338,2015-11-15 02:00:00,1,14,2015,11,15,2,6
339,2015-11-15 03:00:00,1,10,2015,11,15,3,6
340,2015-11-15 04:00:00,1,8,2015,11,15,4,6
341,2015-11-15 05:00:00,1,9,2015,11,15,5,6
342,2015-11-15 06:00:00,1,9,2015,11,15,6,6
343,2015-11-15 07:00:00,1,9,2015,11,15,7,6
344,2015-11-15 08:00:00,1,9,2015,11,15,8,6
345,2015-11-15 09:00:00,1,16,2015,11,15,9,6
346,2015-11-15 10:00:00,1,18,2015,11,15,10,6
347,2015-11-15 11:00:00,1,18,2015,11,15,11,6
348,2015-11-15 12:00:00,1,17,2015,11,15,12,6
349,2015-11-15 13:00:00,1,18,2015,11,15,13,6
350,2015-11-15 14:00:00,1,14,2015,11,15,14,6
351,2015-11-15 15:00:00,1,15,2015,11,15,15,6
352,2015-11-15 16:00:00,1,13,2015,11,15,16,6
353,2015-11-15 17:00:00,1,15,2015,11,15,17,6
354,2015-11-15 18:00:00,1,19,2015,11,15,18,6
355,2015-11-15 19:00:00,1,18,2015,11,15,19,6
356,2015-11-15 20:00:00,1,21,2015,11,15,20,6
357,2015-11-15 21:00:00,1,17,2015,11,15,21,6
358,2015-11-15 22:00:00,1,17,2015,11,15,22,6
359,2015-11-15 23:00:00,1,15,2015,11,15,23,6
360,2015-11-16 00:00:00,1,17,2015,11,16,0,0
361,2015-11-16 01:00:00,1,14,2015,11,16,1,0
362,2015-11-16 02:00:00,1,13,2015,11,16,2,0
363,2015-11-16 03:00:00,1,15,2015,11,16,3,0
364,2015-11-16 04:00:00,1,12,2015,11,16,4,0
365,2015-11-16 05:00:00,1,12,2015,11,16,5,0
366,2015-11-16 06:00:00,1,13,2015,11,16,6,0
367,2015-11-16 07:00:00,1,14,2015,11,16,7,0
368,2015-11-16 08:00:00,1,13,2015,11,16,8,0
369,2015-11-16 09:00:00,1,16,2015,11,16,9,0
370,2015-11-16 10:00:00,1,26,2015,11,16,10,0
371,2015-11-16 11:00:00,1,21,2015,11,16,11,0
372,2015-11-16 12:00:00,1,26,2015,11,16,12,0
373,2015-11-16 13:00:00,1,24,2015,11,16,13,0
374,2015-11-16 14:00:00,1,26,2015,11,16,14,0
375,2015-11-16 15:00:00,1,22,2015,11,16,15,0
376,2015-11-16 16:00:00,1,24,2015,11,16,16,0
377,2015-11-16 17:00:00,1,26,2015,11,16,17,0
378,2015-11-16 18:00:00,1,23,2015,11,16,18,0
379,2015-11-16 19:00:00,1,29,2015,11,16,19,0
380,2015-11-16 20:00:00,1,31,2015,11,16,20,0
381,2015-11-16 21:00:00,1,27,2015,11,16,21,0
382,2015-11-16 22:00:00,1,27,2015,11,16,22,0
383,2015-11-16 23:00:00,1,26,2015,11,16,23,0
384,2015-11-17 00:00:00,1,23,2015,11,17,0,1
385,2015-11-17 01:00:00,1,21,2015,11,17,1,1
386,2015-11-17 02:00:00,1,19,2015,11,17,2,1
387,2015-11-17 03:00:00,1,16,2015,11,17,3,1
388,2015-11-17 04:00:00,1,11,2015,11,17,4,1
389,2015-11-17 05:00:00,1,11,2015,11,17,5,1
390,2015-11-17 06:00:00,1,15,2015,11,17,6,1
391,2015-11-17 07:00:00,1,12,2015,11,17,7,1
392,2015-11-17 08:00:00,1,12,2015,11,17,8,1
393,2015-11-17 09:00:00,1,18,2015,11,17,9,1
394,2015-11-17 10:00:00,1,31,2015,11,17,10,1
395,2015-11-17 11:00:00,1,42,2015,11,17,11,1
396,2015-11-17 12:00:00,1,37,2015,11,17,12,1
397,2015-11-17 13:00:00,1,30,2015,11,17,13,1
398,2015-11-17 14:00:00,1,33,2015,11,17,14,1
399,2015-11-17 15:00:00,1,28,2015,11,17,15,1
400,2015-11-17 16:00:00,1,29,2015,11,17,16,1
401,2015-11-17 17:00:00,1,28,2015,11,17,17,1
402,2015-11-17 18:00:00,1,28,2015,11,17,18,1
403,2015-11-17 19:00:00,1,31,2015,11,17,19,1
404,2015-11-17 20:00:00,1,28,2015,11,17,20,1
405,2015-11-17 21:00:00,1,26,2015,11,17,21,1
406,2015-11-17 22:00:00,1,26,2015,11,17,22,1
407,2015-11-17 23:00:00,1,27,2015,11,17,23,1
408,2015-11-18 00:00:00,1,24,2015,11,18,0,2
409,2015-11-18 01:00:00,1,23,2015,11,18,1,2
410,2015-11-18 02:00:00,1,20,2015,11,18,2,2
411,2015-11-18 03:00:00,1,19,2015,11,18,3,2
412,2015-11-18 04:00:00,1,20,2015,11,18,4,2
413,2015-11-18 05:00:00,1,16,2015,11,18,5,2
414,2015-11-18 06:00:00,1,19,2015,11,18,6,2
415,2015-11-18 07:00:00,1,16,2015,11,18,7,2
416,2015-11-18 08:00:00,1,17,2015,11,18,8,2
417,2015-11-18 09:00:00,1,19,2015,11,18,9,2
418,2015-11-18 10:00:00,1,30,2015,11,18,10,2
419,2015-11-18 11:00:00,1,44,2015,11,18,11,2
420,2015-11-18 12:00:00,1,35,2015,11,18,12,2
421,2015-11-18 13:00:00,1,34,2015,11,18,13,2
422,2015-11-18 14:00:00,1,31,2015,11,18,14,2
423,2015-11-18 15:00:00,1,31,2015,11,18,15,2
424,2015-11-18 16:00:00,1,28,2015,11,18,16,2
425,2015-11-18 17:00:00,1,34,2015,11,18,17,2
426,2015-11-18 18:00:00,1,37,2015,11,18,18,2
427,2015-11-18 19:00:00,1,37,2015,11,18,19,2
428,2015-11-18 20:00:00,1,34,2015,11,18,20,2
429,2015-11-18 21:00:00,1,31,2015,11,18,21,2
430,2015-11-18 22:00:00,1,29,2015,11,18,22,2
431,2015-11-18 23:00:00,1,28,2015,11,18,23,2
432,2015-11-19 00:00:00,1,32,2015,11,19,0,3
433,2015-11-19 01:00:00,1,23,2015,11,19,1,3
434,2015-11-19 02:00:00,1,20,2015,11,19,2,3
435,2015-11-19 03:00:00,1,16,2015,11,19,3,3
436,2015-11-19 04:00:00,1,18,2015,11,19,4,3
437,2015-11-19 05:00:00,1,17,2015,11,19,5,3
438,2015-11-19 06:00:00,1,16,2015,11,19,6,3
439,2015-11-19 07:00:00,1,17,2015,11,19,7,3
440,2015-11-19 08:00:00,1,18,2015,11,19,8,3
441,2015-11-19 09:00:00,1,25,2015,11,19,9,3
442,2015-11-19 10:00:00,1,31,2015,11,19,10,3
443,2015-11-19 11:00:00,1,32,2015,11,19,11,3
444,2015-11-19 12:00:00,1,31,2015,11,19,12,3
445,2015-11-19 13:00:00,1,29,2015,11,19,13,3
446,2015-11-19 14:00:00,1,31,2015,11,19,14,3
447,2015-11-19 15:00:00,1,31,2015,11,19,15,3
448,2015-11-19 16:00:00,1,30,2015,11,19,16,3
449,2015-11-19 17:00:00,1,28,2015,11,19,17,3
450,2015-11-19 18:00:00,1,29,2015,11,19,18,3
451,2015-11-19 19:00:00,1,36,2015,11,19,19,3
452,2015-11-19 20:00:00,1,29,2015,11,19,20,3
453,2015-11-19 21:00:00,1,28,2015,11,19,21,3
454,2015-11-19 22:00:00,1,30,2015,11,19,22,3
455,2015-11-19 23:00:00,1,29,2015,11,19,23,3
456,2015-11-20 00:00:00,1,24,2015,11,20,0,4
457,2015-11-20 01:00:00,1,20,2015,11,20,1,4
458,2015-11-20 02:00:00,1,15,2015,11,20,2,4
459,2015-11-20 03:00:00,1,14,2015,11,20,3,4
460,2015-11-20 04:00:00,1,13,2015,11,20,4,4
461,2015-11-20 05:00:00,1,8,2015,11,20,5,4
462,2015-11-20 06:00:00,1,12,2015,11,20,6,4
463,2015-11-20 07:00:00,1,14,2015,11,20,7,4
